"species","tiles","area"
"Kickxia elatine",777,1539498179707.38
"Kickxia spuria",757,1608698432148.96
"Kitaibelia vitifolia",39,56883316922.8121
"Klasea boetica",16,38657569434.2119
"Klasea erucifolia",87,180155015842.364
"Klasea flavescens subsp. neglecta",79,222882367031.124
"Klasea integrifolia",42,121016483224.627
"Klasea lycopifolia",144,279037812838.741
"Klasea nudicaulis",109,313292378478.629
"Klasea pinnatifida",89,279584401358.29
"Klasea quinquefolia",1,2975158509.57465
"Klasea radiata",140,302803052651.872
"Klasea radiata subsp. gmelinii",22,35617734478.0971
"Kleinia neriifolia",13,26146455713.1475
"Knautia arvensis",3430,5587842801541.58
"Knautia arvernensis",108,277762470093.398
"Knautia collina",128,318556377009.5
"Knautia dinarica",4,12886641946.7742
"Knautia dipsacifolia",433,882989602225.444
"Knautia dipsacifolia subsp. dipsacifolia",122,203480699112.402
"Knautia drymeja",197,378346934192.59
"Knautia drymeja subsp. intermedia",197,378346934192.59
"Knautia godetii",45,87497218940.661
"Knautia integrifolia",162,329077296245.159
"Knautia involucrata",1,1923135003.97751
"Knautia kitaibelii",22,34728827510.0354
"Knautia longifolia",40,64420460999.8743
"Knautia macedonica",176,289520804119.593
"Knautia magnifica",1,2273118161.15416
"Knautia nevadensis",128,334144878423.388
"Knautia orientalis",10,18736597445.2288
"Knautia subcanescens",22,41895278223.9948
"Knautia tatarica",41,73611225982.1907
"Knautia transalpina",17,33043017757.2153
"Koeleria cenisia",17,30181190911.5918
"Koeleria crassipes",73,218402400970.551
"Koeleria eriostachya",18,28823607163.1566
"Koeleria glauca",492,826718271365.985
"Koeleria hirsuta",20,35139381407.7963
"Koeleria macrantha",959,1762405573088.36
"Koeleria macrantha subsp. macrantha",223,444713368711.058
"Koeleria pyramidata",869,1697790424639.26
"Koeleria pyramidata subsp. pyramidata",869,1697790424639.26
"Koeleria spicata",600,485541739038.83
"Koeleria vallesiana",280,733596034688.191
"Koelreuteria paniculata",657,1316286069771.92
"Koenigia alpina",353,525037201211.534
"Koenigia islandica",328,214360374206.67
"Kolkwitzia amabilis",321,528898760478.105
"Krascheninnikovia ceratoides",147,304686438797.994
"Krubera peregrina",29,77817533094.4366
"Kundmannia sicula",54,81218657872.2579
"Lablab purpureus",22,52335742379.5435
"Laburnum alpinum",423,693488832996.639
"Laburnum anagyroides",1176,2124527941715.08
"Laburnum × watereri",127,174568521621.51
"Lactuca hispida",5,6338616250.2211
"Lactuca muralis",1329,2405995822909.87
"Lactuca perennis",521,1166547102598.03
"Lactuca quercina",169,323663871103.763
"Lactuca saligna",711,1598149567752.54
"Lactuca sativa",1542,3021893449935.19
"Lactuca serriola",2634,4956586094323.36
"Lactuca sibirica",477,451761016800.494
"Lactuca tatarica",755,1278152082388.2
"Lactuca tenerrima",131,345934695023.346
"Lactuca tuberosa",15,22733619044.752
"Lactuca viminea",406,982064105892.512
"Lactuca viminea subsp. chondrilliflora",406,982064105892.512
"Lactuca virosa",740,1611127748614.11
"Lagenaria siceraria",55,97582473936.0321
"Lagerstroemia indica",66,153474168416.718
"Lagotis glauca subsp. minor",5,2579186142.42425
"Lagotis uralensis",17,12642644928.2398
"Lagurus ovatus",793,1458765758083.22
"Lamarckia aurea",233,538320103856.005
"Lamium album",2217,3624619681805.19
"Lamium amplexicaule",2259,4102882054841.76
"Lamium confertum",399,480207891148.824
"Lamium flexuosum",82,183625274830.951
"Lamium galeobdolon",2251,4009558810138.16
"Lamium galeobdolon subsp. argentatum",2251,4009558810138.16
"Lamium galeobdolon subsp. montanum",2251,4009558810138.16
"Lamium garganicum",128,279410717168.713
"Lamium garganicum subsp. striatum",5,7090346050.39207
"Lamium maculatum",2217,4182273356909.9
"Lamium moschatum",8,15441518060.9803
"Lamium orientale",4,5575076568.25663
"Lamium orvala",158,318788261010.073
"Lamium purpureum",2938,4985243345160.58
"Lamium purpureum var. moluccellifolium",5,11747153006.0268
"Lampranthus multiradiatus",6,7744007799.84764
"Lamprocapnos spectabilis",445,725823932467.246
"Lamyropsis cynaroides",11,11838419090.044
"Lantana camara",318,575953129068.165
"Lantana montevidensis",103,203298710303.275
"Lappula barbata",39,86400982036.9418
"Lappula heteracantha",10,21904178014.6434
"Lappula marginata",19,33229711099.8539
"Lappula spinocarpos",3,8012348004.45827
"Lappula squarrosa",1205,2217081377576.29
"Lapsana communis",2822,4743666914784.31
"Lapsana communis subsp. adenophora",2,4731102067.08307
"Lapsana communis subsp. intermedia",131,275991948333.573
"Larix decidua",1624,2679950380949.01
"Larix decidua var. polonica",1624,2679950380949.01
"Larix gmelinii",14,23373272288.4314
"Larix kaempferi",643,1093189747881.16
"Larix laricina",7,12141446258.755
"Larix occidentalis",3,3354356027.39249
"Larix sibirica",510,646775213287.354
"Laser archangelica",2,5251437427.61153
"Laser trilobum",216,394649920527.916
"Laserpitium gallicum",177,453330175966.266
"Laserpitium halleri",87,157199671961.384
"Laserpitium krapfii",33,62640484124.1395
"Laserpitium krapfii subsp. gaudinii",33,62640484124.1395
"Laserpitium latifolium",667,1341962902167.9
"Laserpitium peucedanoides",21,40484187510.1745
"Lasiospermum bipinnatum",1,3572224493.49669
"Latania lontaroides",6,14670517129.1271
"Lathraea squamaria",1763,3267314499119.41
"Lathyrus amphicarpos",28,66067736672.3743
"Lathyrus angulatus",282,733291526395.114
"Lathyrus annuus",232,508007728139.19
"Lathyrus aphaca",851,1851415722093.48
"Lathyrus aureus",7,10752817216.8
"Lathyrus cicera",458,1080703520962.47
"Lathyrus clymenum",332,675984986064.447
"Lathyrus digitatus",23,51104590881.8769
"Lathyrus filiformis",104,279426068999.693
"Lathyrus grandiflorus",107,201004358638.633
"Lathyrus hallersteinii",16,35205539919.8366
"Lathyrus heterophyllus",229,379616384877.9
"Lathyrus hirsutus",698,1470227695024.49
"Lathyrus inconspicuus",141,369896912673.315
"Lathyrus incurvus",21,47540008902.7391
"Lathyrus japonicus",563,412376245014.065
"Lathyrus japonicus var. maritimus",563,412376245014.065
"Lathyrus laevigatus",228,424925365853.88
"Lathyrus laevigatus subsp. occidentalis",228,424925365853.88
"Lathyrus latifolius",1274,2440843697446.48
"Lathyrus laxiflorus",46,88946483862.8885
"Lathyrus linifolius",1304,2193766823200.33
"Lathyrus miniatus",13,22082540149.5322
"Lathyrus niger",1084,2055740893872.66
"Lathyrus nissolia",671,1358286922577.24
"Lathyrus ochrus",225,451914483884.029
"Lathyrus odoratus",513,969459276702.787
"Lathyrus oleraceus",1485,2749921174440.81
"Lathyrus pallescens",70,127604796514.746
"Lathyrus palustris",1214,1692091610564.24
"Lathyrus pannonicus",234,548907414202.09
"Lathyrus pisiformis",369,652360490245.472
"Lathyrus pratensis",3726,5490329143899.85
"Lathyrus rotundifolius",57,99466646523.7603
"Lathyrus sativus",310,683395256097.29
"Lathyrus sphaericus",424,989159324187.136
"Lathyrus sylvestris",2089,3589747136298.08
"Lathyrus tingitanus",72,167463279238.385
"Lathyrus tuberosus",1915,3651163797539.36
"Lathyrus venetus",161,369378566201.701
"Lathyrus vernus",2525,4184580303561.74
"Launaea arborescens",23,56544542466.9515
"Launaea fragilis",61,173373570602.335
"Launaea lanifera",13,35588772820.3806
"Launaea nudicaulis",18,45263293941.212
"Laurus azorica",1,3628467455.06815
"Laurus nobilis",945,1977253601912.02
"Laurus novocanariensis",1,3572224493.49669
"Lavandula angustifolia",914,1838447183331.05
"Lavandula canariensis",1,3572224493.49669
"Lavandula dentata",301,640666410970.62
"Lavandula latifolia",309,806939164451.993
"Lavandula multifida",53,121772737026.879
"Lavandula pedunculata",173,477092590210.327
"Lavandula pedunculata subsp. sampaioana",173,477092590210.327
"Lavandula pinnata",1,3133310287.53106
"Lavandula stoechas",642,1443200545103.27
"Lavandula × intermedia",36,90359785964.8959
"Lecokia cretica",4,4034109454.38754
"Leersia oryzoides",878,1748252372151.84
"Legousia hybrida",526,1195568848503.65
"Legousia speculum-veneris",659,1401705776310.25
"Leiotulus involucratus",3,4239584140.74445
"Lemna gibba",977,1835909649164.79
"Lemna minor",2650,4318653429692.41
"Leontice leontopetalum",10,20351093561.5467
"Leontodon berinii",1,2923364123.10032
"Leontodon biscutellifolius",32,67007059909.6836
"Leontodon crispus",146,324056307746.281
"Leontodon graecus",1,1317464714.91604
"Leontodon hirtus",61,147512970619.863
"Leontodon hispidus",1937,3386730763553.88
"Leontodon hispidus subsp. hastilis",1937,3386730763553.88
"Leontodon hyoseroides",181,370864355055.087
"Leontodon incanus",118,223291404064.294
"Leontodon maroccanus",14,38672576795.2125
"Leontodon saxatilis",5901,8617407840182.05
"Leontodon tenuiflorus",12,23545775579.4453
"Leontodon tuberosus",88,159466135733.847
"Leontopodium nivale subsp. alpinum",143,273984359564.588
"Leonurus cardiaca",1771,3165983008068.74
"Leonurus glaucescens",123,257042209423.599
"Leonurus quinquelobatus",1234,2117980512338.2
"Lepidium campestre",974,1789125733865.27
"Lepidium cartilagineum",37,63870477310.355
"Lepidium cartilagineum subsp. cartilagineum",1,2575089514.63176
"Lepidium coronopifolium",9,12835319954.9558
"Lepidium coronopus",807,1552200531285.28
"Lepidium densiflorum",1212,2022016158185.68
"Lepidium didymum",923,1693293989192.05
"Lepidium draba",1941,3750916241963.33
"Lepidium graminifolium",380,865275997388.454
"Lepidium heterophyllum",626,1178345708876.2
"Lepidium hirtum",122,340475876014.163
"Lepidium hirtum subsp. oxyotum",3,4398005610.15238
"Lepidium hirtum subsp. petrophilum",4,10102519283.1955
"Lepidium hirtum subsp. stylatum",1,2985478120.21607
"Lepidium latifolium",861,1653903447169.71
"Lepidium perfoliatum",387,769196024126.933
"Lepidium ruderale",1387,2387357700858.72
"Lepidium sativum",625,1101369986443.98
"Lepidium subulatum",57,194268692848.764
"Lepidium virginicum",729,1421005013742.49
"Leptopyrum fumarioides",2,4819165797.43686
"Leptospermum scoparium",77,128681314332.195
"Leucaena leucocephala",90,188528072869.917
"Leucanthemella serotina",109,194516060181.881
"Leucanthemopsis alpina",184,388120474617.547
"Leucanthemopsis alpina subsp. minima",184,388120474617.547
"Leucanthemopsis flaveola",29,80316269161.4311
"Leucanthemopsis pallida",48,162903095412.489
"Leucanthemum atratum",60,112155876358.257
"Leucanthemum coronopifolium",33,64618491392.1437
"Leucanthemum graminifolium",33,87221488897.7921
"Leucanthemum halleri",59,94806629601.1212
"Leucanthemum ircutianum",799,1552856384529.5
"Leucanthemum maximum",309,637614452955.416
"Leucanthemum monspeliense",39,101535255218.07
"Leucanthemum pallens",134,349541082140.257
"Leucanthemum rotundifolium",23,41037043989.3968
"Leucanthemum sylvaticum",18,41369907629.1911
"Leucanthemum vulgare",3705,5554799767398.24
"Leucojum aestivum",660,1186084071964.73
"Leucojum vernum",1022,1809078265595.18
"Levisticum officinale",1636,2839147230902.29
"Leycesteria formosa",516,954822978577.78
"Leymus angustus",3,6680855393.80351
"Leymus arenarius",1537,1694880124524.09
"Leymus chinensis",1,2083798057.88206
"Leymus mollis",1,797291116.466899
"Leymus racemosus",143,257384870777.761
"Leymus ramosus",39,68827634283.1203
"Ligularia sibirica",264,387237416270.551
"Ligusticum lucidum",79,214611175766.878
"Ligusticum scothicum",459,281985514218.931
"Ligustrum ibota",1,3572224493.49669
"Ligustrum japonicum",68,155411148355.393
"Ligustrum lucidum",429,1019064493465.17
"Ligustrum obtusifolium",12,26040256240.7338
"Ligustrum ovalifolium",712,1393251821785.22
"Ligustrum sinense",147,326818412485.52
"Ligustrum vulgare",2100,4024085541381.75
"Lilium bulbiferum",1517,2519789663181.95
"Lilium canadense",2,2467017053.03524
"Lilium candidum",617,1394265847189.62
"Lilium carniolicum",29,57511992422.6717
"Lilium longiflorum",1,645959024.163456
"Lilium martagon",1983,3490741061620.35
"Lilium speciosum",2,3852477300.10868
"Limbarda crithmoides",324,529933893959.914
"Limnanthes douglasii",211,319550251506.752
"Limoniastrum monopetalum",154,255509099701.68
"Limonium algarvense",12,21090855717.7512
"Limonium angustebracteatum",10,22753442328.5346
"Limonium auriculae-ursifolium",25,42620376438.7659
"Limonium bellidifolium",107,189527088033.461
"Limonium binervosum",104,136590218378.179
"Limonium bonduellei",3,4135921779.79101
"Limonium bungei",12,26330670072.976
"Limonium caesium",13,34087420783.1073
"Limonium cancellatum",16,20892097376.883
"Limonium carpetanicum",3,10998338989.1199
"Limonium catalaunicum",15,43903729418.238
"Limonium confusum",1,3232170061.75939
"Limonium cordatum",13,23420212993.9499
"Limonium coriarium",1072,1932119450335.03
"Limonium cossonianum",16,36548807056.836
"Limonium costae",21,69833597002.938
"Limonium cymuliferum",9,22197264675.0598
"Limonium delicatulum",40,105481424371.324
"Limonium densissimum",7,14567450844.0884
"Limonium dichotomum",9,32488180370.7826
"Limonium dodartii",35,60350861262.8811
"Limonium duriusculum",15,32870641307.3803
"Limonium echioides",114,283981668396.67
"Limonium emarginatum",2,2316585115.59028
"Limonium girardianum",22,43490235444.0968
"Limonium gmelini",170,305583572304.056
"Limonium humile",118,140034867212.786
"Limonium hungaricum",1,2770948292.52514
"Limonium insigne",12,27440663479.7946
"Limonium lobatum",14,37919605675.2865
"Limonium minutum",21,17636986000.591
"Limonium narbonense",138,229446438087.111
"Limonium obtusifolium",7,4170109136.75733
"Limonium ovalifolium",62,138197577660.404
"Limonium pectinatum",1,3684935767.02579
"Limonium pontium",1,1111134998.19077
"Limonium ramosissimum",5,4976495911.2141
"Limonium sareptanum",38,71123593727.4882
"Limonium scoparium",50,81231093586.7986
"Limonium sinuatum",360,732345353753.372
"Limonium supinum",29,90348156179.1868
"Limonium thiniense",11,27738325863.7744
"Limonium toletanum",3,10772916442.0614
"Limonium tomentellum",50,93577856235.1278
"Limonium tournefortii",17,50939103818.6567
"Limonium virgatum",97,135359510447.722
"Limonium vulgare",335,496222744885.767
"Limosella aquatica",1246,1916787562993.25
"Linaria alpina",286,603843679457.904
"Linaria angustissima",126,253222855285.939
"Linaria arvensis",391,897361745973.89
"Linaria biebersteinii subsp. ruthenica",22,52385323510.6449
"Linaria capraria",3,1103637492.04658
"Linaria cretacea",25,43554127873.9003
"Linaria dalmatica",119,219570657726.158
"Linaria genistifolia",492,951237896746.33
"Linaria genistifolia subsp. euxina",492,951237896746.33
"Linaria genistifolia subsp. sofiana",492,951237896746.33
"Linaria gharbensis",4,8458389388.01396
"Linaria grandiflora",4,10050429667.6549
"Linaria loeselii",9,6400653102.45793
"Linaria maroccana",435,738877329033.748
"Linaria multicaulis subsp. heterophylla",2,3350025168.43781
"Linaria nivea",17,60618848828.2288
"Linaria odora",56,113842844161.467
"Linaria pedunculata",24,43905653553.624
"Linaria pelisseriana",237,485763277658.082
"Linaria polygalifolia",27,36610675934.8578
"Linaria propinqua",23,58566286480.8376
"Linaria purpurea",587,953074886864.891
"Linaria reflexa",40,85953392194.7792
"Linaria repens",930,1687222959303.55
"Linaria saxatilis",92,255549844512.418
"Linaria simplex",293,696760683693.516
"Linaria supina",372,880421828641.538
"Linaria thymifolia",17,33388578927.3106
"Linaria triornithophora",81,193935566126.732
"Linaria triphylla",78,141153290035.268
"Linaria viscosa",35,98057044321.6141
"Linaria vulgaris",3860,6070177182559.59
"Lindelofia longiflora",1,3572224493.49669
"Linnaea borealis",2057,2155426052093.71
"Linum album",1,2975158509.57468
"Linum alpinum",218,509608668165.833
"Linum austriacum",587,1157456557291.07
"Linum bienne",657,1432092771428.16
"Linum campanulatum",68,176623755493.879
"Linum capitatum",17,47947529970.7665
"Linum catharticum",1825,2928251180342.21
"Linum corymbulosum",52,111449824560.654
"Linum extraaxillare",13,23636844936.0389
"Linum flavum",275,575225150079.206
"Linum grandiflorum",487,840220756597.807
"Linum hirsutum",145,304678461621.073
"Linum maritimum",129,331939930810.143
"Linum narbonense",269,700017843387.982
"Linum nervosum",47,96455045722.6705
"Linum nodiflorum",20,36458947553.816
"Linum perenne",491,937693498529.97
"Linum pubescens",17,27441444208.3837
"Linum squamulosum subsp. collinum",14,46170184732.8632
"Linum strictum",351,831578221438.676
"Linum tenue",63,187932080213.919
"Linum tenuifolium",551,1255345277158.35
"Linum trigynum",344,848530627576.064
"Linum usitatissimum",1501,2684285656655.68
"Linum viscosum",144,331087425596.492
"Lipandra polysperma",1555,2732510648028.82
"Liquidambar orientalis",11,19579393179.8464
"Liquidambar styraciflua",330,685481398549.601
"Liriodendron tulipifera",475,904907287270.776
"Litchi chinensis",2,3726615907.79004
"Lithodora fruticosa",223,591366341255.036
"Lithospermum officinale",1375,2626036502368.59
"Livistona australis",7,14506947422.9112
"Livistona chinensis",3,5871297001.21891
"Lobelia cardinalis",17,30826964228.5454
"Lobelia erinus",761,1227701548740.92
"Lobelia siphilitica",77,134653460802.18
"Lobelia urens",239,583211846645.991
"Lobularia maritima",1696,3180754241924.91
"Logfia gallica",436,1016749720895.73
"Logfia minima",1058,2004233035983.62
"Lolium arundinaceum",1858,3184032469840.23
"Lolium arundinaceum subsp. orientale",9,20623258650.514
"Lolium giganteum",1668,2868571755294.77
"Lolium interruptum",154,389050612199.744
"Lolium multiflorum",1601,2732502369031.39
"Lolium perenne",2591,4241873241295.47
"Lolium persicum",20,36909679684.5784
"Lolium pratense",2737,4076430796695.06
"Lolium remotum",342,612814813479.288
