plant_species;family;number_herb;number_herb_leaf;AOO;mean_N_per_LDM;EIV-N;EIV-T;EIV-L;plant_height;Woodiness
Stratiotes aloides;Hydrocharitaceae;11;9;1501.17;21;6.63420872085928;4.57648790716203;6.96720248930244;0.17099759466766973;Non-Woody
Suaeda maritima;Amaranthaceae;26;18;NA;13.959999204131504;7.28925427273967;5.140647469928465;7.916999714497354;0.32227221671935224;Non-Woody
Succisa pratensis;Caprifoliaceae;40;23;6458.7266666666665;13.826669088301385;2.57075676372566;3.92732578913593;6.63816984722038;0.04733874583715708;Non-Woody
Succisella inflexa;Caprifoliaceae;2;2;5.6066666666666665;NA;3.65467631974058;4.73449211066148;6.60697959524909;0.34641016151377546;Non-Woody
Swertia perennis;Gentianaceae;5;3;156.54333333333332;NA;3.36334011209265;2.90271952746954;7.32575639874446;0.2568003661866371;Non-Woody
Symphytum officinale;Boraginaceae;68;39;8975.543333333333;NA;7.96202623607833;4.22089740608978;6.74565467816054;0.7790621982428001;Non-Woody
Symphytum tuberosum;Boraginaceae;27;17;473.14;NA;5.76376861104943;4.39182768638692;3.94826490120062;0.21213203435596423;Non-Woody
Tanacetum corymbosum;Asteraceae;43;24;1629.4533333333331;14.689999999999998;3.77456170363695;4.95850819345856;6.1574349063096;0.491421755287632;Non-Woody
Tanacetum vulgare;Asteraceae;204;109;10998.11;26.18872444829613;5.94522446859354;4.31564198509323;7.80802907982136;0.8600457105372036;Non-Woody
Taraxacum palustre;Asteraceae;1;1;NA;NA;3.70593897464809;4.03992803340519;7.57968582482063;0.2;Non-Woody
Taraxacum sundbergii;Asteraceae;1;1;NA;NA;NA;NA;NA;NA;Non-Woody
Taxus baccata;Taxaceae;46;28;1769.5333333333335;20.79351454464531;4.38058618850957;4.19975304072497;3.38553828126523;14.48165662481246;Woody
Teesdalia nudicaulis;Brassicaceae;10;5;3442.5766666666664;NA;1.54521704780363;4.80400233353196;8.03069761381356;0.08190362588127201;Non-Woody
Tephroseris crispa;Asteraceae;7;4;153.63666666666668;NA;5.94148407624218;3.28408985275785;6.13647791257161;0.43795191398878897;Non-Woody
Tephroseris helenitis;Asteraceae;5;4;459.3333333333333;NA;4.21275823448925;5.00438331503538;7.261637783374177;0.42426406871192845;Non-Woody
Tephroseris integrifolia;Asteraceae;4;2;17.203333333333333;26.83281572999748;3.66232710931694;3.88160794738831;7.00004562510834;0.08042728295073306;Non-Woody
Tephroseris palustris;Asteraceae;3;3;557.4266666666666;NA;6.68591965999884;4.20744620084565;8.1093563937125;0.416671735652136;Non-Woody
Teucrium botrys;Lamiaceae;8;4;990.9966666666666;NA;2.31455366246295;4.77154666795913;8.81917640593272;0.29906975624424414;Non-Woody
Teucrium chamaedrys;Lamiaceae;55;33;1432.09;20.168329550072716;1.71627722294683;4.97323286141766;7.19413619500161;0.14679896853242552;Woody
Teucrium montanum;Lamiaceae;24;14;658.1266666666667;NA;1.53942164487225;4.68003421043749;8.18027460893078;0.12074433805797284;Woody
Teucrium scordium;Lamiaceae;6;2;398.9266666666667;NA;4.39254334508704;5.26962008769996;7.34173130710595;0.3080070288241023;Non-Woody
Teucrium scorodonia;Lamiaceae;48;34;3810.36;NA;3.11581553611601;4.21842397759888;5.75930421011592;0.3075814062396409;Non-Woody
Thalictrum aquilegiifolium;Ranunculaceae;38;30;1529.3;22.499999999999996;6.75051379781455;3.48692174342481;4.62066494270859;0.6147750506146151;Non-Woody
Thalictrum flavum;Ranunculaceae;39;28;3185.6800000000003;NA;5.16956971466621;4.11253696376616;6.63934665441655;0.8298718209060064;Non-Woody
Thalictrum lucidum;Ranunculaceae;19;13;229.41666666666663;NA;5.30904706991346;4.40206729041032;6.43405601088795;0.8846097129775535;Non-Woody
Thalictrum minus;Ranunculaceae;49;37;1085.8533333333337;33.337103936543436;3.17963282542424;4.54365503888199;6.18578490237285;0.4758866151975057;Non-Woody
Thalictrum simplex;Ranunculaceae;18;15;107.89;26.48526828881559;3.1955913833053;4.35592067849145;7.49632618404111;0.4641588833612779;Non-Woody
Thelypteris limbosperma;Aspleniaceae;2;2;2142.1633333333334;NA;4.6726602964986;3.04986528066726;3.17634091568332;NA;Non-Woody
Thelypteris palustris;Aspleniaceae;5;4;2870.3266666666664;NA;5.25180540796092;4.15733539188405;5.06567054037618;0.6817316198804996;NA
Thesium alpinum;Santalaceae;14;13;304.46333333333337;NA;2.56739535148898;2.38372726042017;7.48784583076402;0.2154434690031884;Non-Woody
Thesium bavarum;Santalaceae;11;10;501.7866666666667;NA;1.85587513936048;4.62356796233113;6.58286377123359;0.3914867641168864;Non-Woody
Thesium ebracteatum;Santalaceae;4;4;NA;NA;2.39952533642012;4.40533051439893;6.95598382546055;0.2080083823051904;Non-Woody
Thesium linophyllon;Santalaceae;10;9;377.03333333333336;NA;1.69497628168925;4.78774446809677;7.82353508223076;NA;Non-Woody
Thesium pyrenaicum;Santalaceae;8;8;747.7266666666666;NA;2.04906520704423;3.29599528851594;7.81787450456353;0.25637220383774045;Non-Woody
Thesium rostratum;Santalaceae;2;2;144.72;NA;1.94987273887467;4.23846614808043;6.10185200461837;0.26207413942088964;Non-Woody
Thlaspi arvense;Brassicaceae;67;19;8032.82;40.400000000000006;6.56707694678865;4.01355948641222;6.56922808291888;0.33476469914039514;Non-Woody
Thymelaea passerina;Thymelaeaceae;1;1;65.54666666666667;NA;4.36855340032271;5.49850160248505;7.71850234903629;0.2080083823051904;Non-Woody
Thymus alpestris;Lamiaceae;4;4;NA;NA;3.09529688558797;2.3287419336145;8.10622541013896;0.15;Woody
Thymus pulegioides;Lamiaceae;48;28;8186.713333333333;19.546919746855316;1.76561773480928;4.22331541275616;7.81615161559318;0.119248659965442;Woody
Thymus praecox;Lamiaceae;21;12;NA;18.69925222007792;1.47407620622191;4.87510173564631;8.43927087571977;0.04826004780333175;Woody
Thymus serpyllum;Lamiaceae;94;54;1456.28;22.499999999999996;1.50381013631396;4.32018036274188;7.35362734873063;0.07937472829847107;Non-Woody
Tilia cordata;Malvaceae;145;99;8035.033333333333;24.35003107307737;4.95155884944785;4.31165858715778;4.27227243867191;9.72958557605453;Woody
Tilia × europaea;Malvaceae;32;25;17.05;NA;6.30679499216365;4.31151673329233;4.46658538063122;NA;NA
Tilia platyphyllos;Malvaceae;98;65;5429.786666666667;36.3565034664492;6.6208134925005;4.57109747217555;3.50134232396586;33.53377257047283;Woody
Tofieldia calyculata;Tofieldiaceae;2;1;769.9166666666666;NA;2.67996543191088;3.62264293651907;7.6298661587387;0.13103706971044485;Non-Woody
Tordylium maximum;Apiaceae;5;4;21.333333333333332;20.391174561559716;4.86501019977335;5.89966808114288;6.86229904941654;0.8237302365367014;Non-Woody
Torilis arvensis;Apiaceae;13;10;316.68333333333334;20.120000000000005;5.4999645681384;5.45816896633512;7.19327821205539;0.6383650573291891;Non-Woody
Torilis japonica;Apiaceae;29;21;9136.686666666666;23.050000000000004;7.50286066060441;4.52586484389824;5.88437789662942;0.7657170004115155;Non-Woody
Tozzia alpina;Orobanchaceae;2;2;87.45;NA;6.58315254035382;2.23634637804409;4.27498876958486;0.223606797749979;NA
Tragopogon dubius;Asteraceae;13;7;1362.85;25.55075385731287;5.10859291098428;5.29286741230503;7.87064388326396;0.7048628683254036;NA
Tragopogon minor;Asteraceae;2;2;NA;NA;6.18192397937002;5.20291591245093;7.58784217183703;NA;NA
Tragopogon orientalis;Asteraceae;16;10;NA;NA;5.96639735655803;4.35467861178801;7.26686726365956;0.5304950005319614;Non-Woody
Tragopogon pratensis;Asteraceae;34;19;9421.636666666667;26.544164977785975;5.911079231594975;4.110471028360285;7.351499668074584;0.29336760182034927;Non-Woody
Trapa natans;Lythraceae;3;2;104.80333333333331;NA;7.83202706318977;5.29740453697989;8.0196742593541;0.09654893846056296;Non-Woody
Trichophorum alpinum;Cyperaceae;2;2;393.03;NA;1.89093359056464;2.89171730283859;8.12261646504451;0.22894284851066635;Non-Woody
Trichophorum cespitosum;Cyperaceae;6;4;817.1999999999999;15.3;1.27511696719798;3.13294729321078;8.09446663336511;0.2951546323189104;Non-Woody
Trifolium alpestre;Fabaceae;35;19;1573.39;25.296470316377995;3.15943242503414;4.43338917226893;6.40997714477304;0.2343964986218839;Non-Woody
Trifolium arvense;Fabaceae;47;23;7753.043333333334;25.67953442142198;1.75169801514578;4.48795258604552;8.02344048214919;0.16063403781803465;Non-Woody
Trifolium aureum;Fabaceae;17;7;1653.1666666666667;NA;2.64799701323703;4.08823369000203;7.13419287011757;0.3556558820077846;Non-Woody
Trifolium badium;Fabaceae;6;5;70.01666666666667;NA;4.24720794917683;1.92011780679377;7.67874160317054;0.12114529286569438;Non-Woody
Trifolium campestre;Fabaceae;37;23;8313.676666666666;35.830550490257;3.5103874042774;4.46009069189527;7.91280216800416;0.15884978591122137;Non-Woody
Trifolium dubium;Fabaceae;32;19;10005.756666666668;30.482951405341165;4.41526587921875;4.3886300166529;6.45810636648794;0.1394916478480575;Non-Woody
Trifolium micranthum;Fabaceae;3;3;NA;NA;3.51068060618634;5.33122815240019;8.56162924493895;0.10000000000000002;Non-Woody
Trifolium fragiferum;Fabaceae;30;13;1460.58;27.32938334290495;5.99430233886206;4.6348219740133;7.89289492128118;0.21177383724873744;Non-Woody
Trifolium medium;Fabaceae;58;28;8314.86;33.997646977401246;3.43155966582991;4.28256319048074;6.39421879992238;0.3510520978981074;Non-Woody
Trifolium montanum;Fabaceae;36;19;2190.983333333333;30.20727657250694;2.679335914338;4.0792448726242;7.38212949051071;0.07785278941143232;Non-Woody
Trifolium ochroleucon;Fabaceae;20;11;190.65;27.47066620047067;2.50704808113757;4.53371917507895;7.17433002114671;0.3174802103936399;Non-Woody
Trifolium pratense;Fabaceae;154;74;11986.206666666669;36.949847412749115;4.98337526652603;3.91784377323638;6.85935656736862;0.21044743758140455;Non-Woody
Trifolium repens;Fabaceae;127;58;12007.700000000004;41.18284229107702;6.3968533479121;4.06545707756387;7.5832150375773;0.12085319980038396;Non-Woody
Trifolium rubens;Fabaceae;15;7;376.9;NA;2.94499088719403;4.59090246077098;6.51006789423809;0.5091643369659489;Non-Woody
Trifolium scabrum;Fabaceae;9;6;NA;NA;1.7692407044581;6.31495463158132;8.93151499120973;0.09435128645793464;Non-Woody
Trifolium spadiceum;Fabaceae;5;2;263.6933333333333;NA;3.08649467678346;2.85238419363361;7.20336480401316;0.22894284851066635;Non-Woody
Trifolium striatum;Fabaceae;12;5;486.4133333333333;NA;1.99929161241419;5.60850473252025;8.00186335110496;0.21558246717785048;Non-Woody
Trifolium thalii;Fabaceae;5;5;43.803333333333335;30.38;4.04968389369728;1.35420262516631;7.32048108190596;0.05656854249492379;Non-Woody
Triglochin maritima;Juncaginaceae;13;7;942.6566666666668;26.95417434941748;4.84339500368891;4.3050095429037;7.99883661412872;0.12947385242152096;Non-Woody
Triglochin palustris;Juncaginaceae;7;3;2510.346666666667;NA;1.97882033695542;3.69254279624939;7.94820105539755;0.26917816354776475;Non-Woody
Trinia glauca;Apiaceae;15;10;50.77666666666667;NA;1.78109108707398;5.49171705690761;8.90527453730504;0.28209522958448285;Non-Woody
Tripleurospermum maritimum;Asteraceae;26;15;10225.386666666664;24.4;8.03219146267107;4.25471337042747;8.53062387260608;0.25198420997897464;Non-Woody
Tripolium pannonicum;Asteraceae;28;18;1146.8166666666666;20.90195797579364;6.68594294834086;4.73113545593251;8.175857717539994;0.48093890927063104;Non-Woody
Trisetum flavescens;Poaceae;32;24;7380.536666666667;29.051234116571383;5.14727950305059;3.83081445780642;7.10409138726721;0.4908585056474871;Non-Woody
Trollius europaeus;Ranunculaceae;20;16;2015.27;26.816359547457452;5.5796710071869;2.51768147145113;7.72607875039802;0.2916797734821606;Non-Woody
Tuberaria guttata;Cistaceae;21;15;NA;NA;1.08551482097752;5.71031169172524;8.9339509410769;0.15146577915119674;Non-Woody
Turgenia latifolia;Apiaceae;16;13;23.073333333333338;NA;3.342314067925;5.61287750639522;7.68783489416796;0.2677731800328678;Non-Woody
Turritis glabra;Brassicaceae;20;12;2764.22;NA;4.94573709889916;4.35179688842315;6.2085675747237;0.7553658685875372;Non-Woody
Tussilago farfara;Asteraceae;65;46;10958.826666666666;27.074342097269884;5.51301655109011;4.02094821271019;7.53955885834018;0.05684001023835584;Non-Woody
Typha angustifolia;Typhaceae;23;14;4638.96;14.532721699667963;7.16889058453176;4.84094892634589;8.00093514746511;2.0597671439071177;Non-Woody
Typha latifolia;Typhaceae;39;24;10841.67;13.187175188785217;7.79636318323125;4.48205248258024;7.77447485541341;1.880301546543197;Non-Woody
Typha shuttleworthii;Typhaceae;1;1;31.26;NA;4.14971411357515;3.74440156521823;8.16081794680408;1.3103706971044484;Non-Woody
Ulmus glabra;Ulmaceae;118;87;7011.7300000000005;21.28915359112264;7.12602941192925;4.12638998385352;3.68703649413174;34.01931073353752;Woody
Ulmus × hollandica;Ulmaceae;20;19;NA;NA;6.69903284575675;4.17939330996259;6.54804280053675;NA;NA
Ulmus laevis;Ulmaceae;92;56;2915.31;15.656731579980152;7.30247658042949;4.45694238692494;3.95957349493899;27.596708622495125;Woody
Ulmus minor;Ulmaceae;185;126;NA;24.38200103838255;6.22397723443408;5.25138170011668;5.14564692771054;23.225493632111952;Woody
Urtica dioica;Urticaceae;232;151;12023.853333333333;40.573866784886846;8.74094600297676;4.05457516863669;5.41637687890227;0.7598172460453458;Non-Woody
Urtica kioviensis;Urticaceae;4;4;40.053333333333335;NA;7.58767532185067;4.98703067694986;7.07294930706556;1.21644039911468;Non-Woody
Urtica urens;Urticaceae;55;37;5409.62;NA;8.53673563211792;4.53235412561513;7.25018256274761;0.34641016151377546;Non-Woody
Utricularia intermedia;Lentibulariaceae;1;1;259.3666666666667;NA;1.73077293553007;3.9296737236762;7.76293166641747;0.316227766016838;Non-Woody
Utricularia × ochroleuca;Lentibulariaceae;1;1;NA;NA;1.44136162929065;3.647489951431615;7.9097459628017805;NA;NA
Utricularia minor;Lentibulariaceae;1;1;747.6566666666668;NA;2.68244789445458;3.69993104371719;7.8252762180234;0.27386127875258304;Non-Woody
Utricularia vulgaris;Lentibulariaceae;2;2;2343.0533333333333;23.183797036271702;5.1633641310334;4.21649518272252;6.91270074226279;0.9354143466934852;Non-Woody
Vaccinium myrtillus;Ericaceae;218;200;8742.663333333334;17.27779898867992;2.68336689073392;2.90501492266561;4.80523535172634;0.07816082799459614;Woody
Vaccinium oxycoccos;Ericaceae;25;23;2760.2166666666667;13.873960457081392;0.910256248216781;3.21609700085148;7.19145741677373;0.25637220383774045;Woody
Vaccinium uliginosum;Ericaceae;117;113;1403.8733333333332;19.27229590440491;2.48526072322175;2.63588250715143;6.31521322534127;0.09320050016461776;Woody
Vaccinium vitis-idaea;Ericaceae;62;50;3243.34;NA;1.77430408287432;2.48169309850917;5.13958086741238;NA;Woody
Valeriana dioica;Caprifoliaceae;11;8;6512.526666666666;NA;2.84293706633678;4.08459117567159;6.68559017294606;0.22795070569547776;Non-Woody
Valeriana montana;Caprifoliaceae;11;10;246.58333333333337;28.897403951493462;2.429000682117625;1.809448911271935;6.361031945522759;0.14019956017438362;Non-Woody
Valeriana excelsa;Caprifoliaceae;6;3;NA;NA;7.46388784461238;3.68535246517221;5.69663553488942;NA;NA
Valeriana officinalis;Caprifoliaceae;64;35;10766.99;14.238;5.56844739778242;4.10366169295644;6.36539753790694;0.9791189910158472;Non-Woody
Valeriana pratensis;Caprifoliaceae;3;2;NA;NA;2.77368369134726;5.84604445368498;6.41341442580416;0.6278536178219456;NA
Valeriana saxatilis;Caprifoliaceae;5;4;201.82;NA;2.0960627461284;1.56186815005776;8.0359580206059;0.0547722557505166;Non-Woody
Valeriana tripteris;Caprifoliaceae;16;16;306.76;NA;3.45361390620847;2.80244878717449;6.10787254454535;0.2506648967482292;Non-Woody
Ventenata dubia;Poaceae;3;1;64.78;NA;3.5964389992159;5.61372569352301;8.22582808899086;0.3;Non-Woody
Veratrum album;Melanthiaceae;23;16;437.92;26.25749645627193;5.99074947493359;3.07039292522015;7.36983126429157;0.8560630185616289;Non-Woody
Veratrum lobelianum;Melanthiaceae;7;7;NA;43.60166281232863;6.1038257819286;2.64496813672017;6.75382285094224;NA;Non-Woody
Verbascum blattaria;Scrophulariaceae;16;11;270.62000000000006;23.683722258124877;6.32887320718299;4.99418694473041;7.61704410027829;0.915343871245193;Non-Woody
Verbascum densiflorum;Scrophulariaceae;19;14;2739.36;NA;5.82845503382039;4.62038971303045;8.01336474371392;1.5947958313439297;Non-Woody
Verbascum lychnitis;Scrophulariaceae;44;25;3076.0433333333335;NA;5.82849137652498;4.52397517852035;7.43199566377444;1.0366818523588777;Non-Woody
Verbascum nigrum;Scrophulariaceae;44;21;6301.833333333333;NA;6.84613581471433;4.06496960728493;6.85689120627898;0.9859569487361906;Non-Woody
Verbascum phlomoides;Scrophulariaceae;41;25;782.4699999999999;NA;6.61352397841013;5.18876225702237;8.07396861437631;1.216080139326331;Non-Woody
Verbascum phoeniceum;Scrophulariaceae;11;6;65.37666666666668;NA;3.21223267780881;5.17441632477935;7.42901587159994;0.5312052533535876;Non-Woody
Verbascum pulverulentum;Scrophulariaceae;21;8;49.25;NA;5.74596270422313;5.60894789234357;8.09732848028471;0.9230663282259738;Non-Woody
Verbascum thapsus;Scrophulariaceae;65;37;5353.28;18.32146936895487;6.98351131185163;4.833923571351175;6.30278218790105;0.7904190797110189;Non-Woody
Verbena officinalis;Verbenaceae;19;16;3115.2466666666664;NA;6.92299542973717;4.63205685575506;8.38540091622606;0.6247803897224622;Non-Woody
Veronica acinifolia;Plantaginaceae;1;1;NA;NA;3.09874209227916;6.28627513632272;7.74669565218228;0.08962809493114329;Non-Woody
Veronica agrestis;Plantaginaceae;8;6;8985.103333333334;NA;7.25070366858807;4.49821171268534;6.4390415084913;0.19168293127388175;Non-Woody
Veronica alpina;Plantaginaceae;5;4;110.38;30.961519119156993;2.82897838863462;1.0461138740340346;7.085426579870865;0.06005517100092539;Non-Woody
Veronica anagallis-aquatica;Plantaginaceae;24;11;5098.756666666667;NA;6.8280775031322;4.51053766746445;7.123460438078251;NA;Non-Woody
Veronica anagalloides;Plantaginaceae;2;1;NA;NA;6.25334591389979;5.22247862083417;7.68185353761859;0.3455211615005592;Non-Woody
Veronica catenata;Plantaginaceae;6;2;NA;NA;7.12529628970507;4.79591956093789;7.70338383785757;0.4762624533219841;Non-Woody
Veronica aphylla;Plantaginaceae;2;2;153.53;NA;2.13668130096216;1.1998336140131;7.82961254441872;0.01259352400184066;Non-Woody
Veronica arvensis;Plantaginaceae;12;7;10506.673333333334;26.855520547721653;5.16640122306015;4.43883432429984;6.63329680639064;0.12416333202112784;Non-Woody
Veronica austriaca;Plantaginaceae;7;5;2274.7033333333334;NA;2.30733377004251;4.8540557507716;7.63021052127989;0.3600205743678508;Non-Woody
Veronica orsiniana;Plantaginaceae;2;2;NA;NA;2.17310693965502;3.47838725666346;8.50459629169579;NA;Non-Woody
Veronica prostrata;Plantaginaceae;7;6;NA;NA;3.6920507210029;5.15759103830395;8.1121892223526;0.17320508075688773;Non-Woody
Veronica teucrium;Plantaginaceae;17;14;NA;NA;3.0474675427398;4.61765953526881;6.7517727842925;0.4662302555528133;NA
Veronica beccabunga;Plantaginaceae;27;18;9944.703333333331;NA;6.14805092904015;4.1160222863046;6.83501789265;0.34641016151377546;Non-Woody
Veronica bellidioides;Plantaginaceae;2;2;21.16;NA;1.37999039452119;0.980970417691639;8.09940515026931;0.08434326653017492;Non-Woody
Veronica chamaedrys;Plantaginaceae;47;31;11432.716666666667;17.526580093401005;5.2625234008739;3.73627345676712;5.83535053131743;0.06583907661055474;Non-Woody
Veronica fruticans;Plantaginaceae;4;1;128.66;NA;2.66635679109948;1.56075019473822;7.93142281486627;0.06928203230275512;NA
Veronica fruticulosa;Plantaginaceae;2;1;16.889999999999997;NA;2.0960627461284;1.58249422380838;8.65911684838419;0.06887584675858413;Non-Woody
Veronica hederifolia;Plantaginaceae;19;13;8387.866666666667;NA;7.33682267809281;4.70495175131662;6.26652841931151;0.163807251762544;Non-Woody
Veronica sublobata;Plantaginaceae;1;1;NA;NA;6.7827904974754;4.26449973153126;4.77803421438284;0.21213203435596423;NA
Veronica triloba;Plantaginaceae;1;1;NA;NA;6.59428069124112;5.5503891049172696;7.42807499123394;0.05000000000000001;NA
Veronica montana;Plantaginaceae;10;8;3175.1366666666668;16.060000000000002;6.17581312747838;3.95273037997981;3.05096445526363;0.2522689245761144;Non-Woody
Veronica officinalis;Plantaginaceae;27;15;8886.253333333334;16.782394141465222;3.46129671658494;3.5904094104931;4.98753870330165;0.0668740304976422;Non-Woody
Veronica opaca;Plantaginaceae;5;3;NA;NA;6.45915520719469;4.27298119738382;5.48518413686795;0.16548754598234366;Non-Woody
Veronica polita;Plantaginaceae;9;7;NA;NA;7.19900163420632;4.89781363099091;6.40995934819306;0.16548754598234366;Non-Woody
Veronica praecox;Plantaginaceae;2;1;450.40333333333336;NA;1.60070253093401;5.57259449576487;8.22285953839898;0.12247448713915889;Non-Woody
Veronica scutellata;Plantaginaceae;10;5;3380.5733333333333;NA;3.57394579544716;3.6289503197141;7.76855594136167;0.3474345526857884;Non-Woody
Veronica serpyllifolia;Plantaginaceae;11;6;7687.68;NA;5.05688161889615;3.76170002871358;6.5862738366919;0.13572088082974534;Non-Woody
Veronica spicata;Plantaginaceae;19;12;644.4499999999999;19.200000000000003;2.23587581614655;4.71977015596493;7.30107830195561;0.22894284851066635;Non-Woody
Veronica spuria;Plantaginaceae;8;5;NA;NA;4.15198037880443;4.58679932728844;7.25284138800136;0.7713844771974706;Non-Woody
Veronica triphyllos;Plantaginaceae;4;1;2103.8533333333335;NA;4.06100775537247;5.00152338463542;6.69537671695343;0.1139753528477389;Non-Woody
Veronica urticifolia;Plantaginaceae;8;7;366.0933333333333;NA;5.98850099581147;3.19616792853615;3.07172058417035;0.32224156892938915;Non-Woody
Veronica dillenii;Plantaginaceae;2;2;NA;NA;2.0441479005881;4.5396301204973;8.07141045318322;0.15536162529769296;Non-Woody
Veronica verna;Plantaginaceae;1;1;NA;NA;1.1096596524570357;5.57828383879563;7.51176302364807;0.10031104574646332;Non-Woody
Viburnum lantana;Viburnaceae;39;25;3607.6266666666666;19.882623322408417;4.0389112320989;4.73523395164964;6.33937380266794;2.6783802761164677;Woody
Viburnum opulus;Viburnaceae;62;44;10487.82;21.32859762466685;6.08735262224795;4.12855119030802;5.47829243025771;2.8754304933506982;Woody
Vicia cassubica;Fabaceae;19;11;672.8166666666666;NA;3.04467246160315;4.7965384818349;5.48629878584974;0.5241482788417793;Non-Woody
Vicia cracca;Fabaceae;164;94;NA;39.317962272301685;4.82039976681522;3.85592261050279;7.01734496868291;0.34262809872555583;Non-Woody
Vicia tenuifolia;Fabaceae;46;21;NA;NA;3.10260044632081;4.85051005914593;7.43253345946929;0.7514656649775293;Non-Woody
Vicia dumetorum;Fabaceae;17;8;564.1633333333333;NA;4.67588528379637;4.27798906293542;5.51213860571829;1.5874010519681994;Non-Woody
Vicia ervilia;Fabaceae;10;3;NA;NA;4.71519812959372;6.23577178914398;7.56365944943988;0.48205705136679106;Non-Woody
Vicia hirsuta;Fabaceae;30;17;9378.626666666669;43.2098;4.50484882982167;4.65867376277008;7.09529881177078;0.4559014113909555;Non-Woody
Vicia lathyroides;Fabaceae;3;2;1695.3633333333337;NA;2.29115421407972;5.32279808563104;8.13196737182972;0.17693205386531027;Non-Woody
Vicia oroboides;Fabaceae;1;1;NA;NA;4.89178618626912;4.07966928632073;4.50348290553049;NA;Non-Woody
Vicia orobus;Fabaceae;2;1;NA;NA;3.07372361336156;4.4183645356979;6.4589019991401;0.316227766016838;Non-Woody
Vicia pisiformis;Fabaceae;11;8;369.48333333333335;NA;3.30709264351435;4.69097757443749;6.11210158124452;1.5874010519681994;Non-Woody
Vicia sepium;Fabaceae;64;33;10073.766666666666;42.5633663477712;5.39273324739288;3.88411072279276;5.52042049300977;0.4601181620888848;Non-Woody
Vicia sylvatica;Fabaceae;26;13;1091.6466666666663;30.0356464163078;4.76658988934507;3.54649148198344;5.61464087887412;1.2599210498948732;Non-Woody
Vicia tetrasperma;Fabaceae;28;15;6468.236666666667;NA;4.70840622165668;4.51181231572659;6.40078979417671;0.48363527322415656;Non-Woody
Vicia parviflora;Fabaceae;3;2;NA;NA;4.88317764861677;6.10295813512847;7.03879898819733;0.25198420997897464;Non-Woody
Vinca minor;Apocynaceae;9;8;4557.583333333333;NA;6.0802543437899;4.64383628045477;3.2376759361514;0.17396646458602266;Non-Woody
Vincetoxicum hirundinaria;Apocynaceae;34;20;2822.7533333333336;38.16753641825846;3.42089342728357;4.45431587233923;6.13568720420404;0.5386846609422751;Non-Woody
Viola alba;Violaceae;5;4;58.81666666666666;17.693349318812505;5.32728971912443;5.59009338752595;4.91472285011746;0.06381411597056903;Non-Woody
Viola biflora;Violaceae;16;16;298.31333333333333;43.27267378193273;5.53327751707448;2.14315372085735;4.2252387203653;0.03248348448169505;Non-Woody
Viola calcarata;Violaceae;11;11;13.373333333333331;NA;1.97880839110629;0.462035930364062;8.27376065545564;0.04620175012742176;Non-Woody
Viola canina;Violaceae;22;20;NA;27.557326763241697;2.21877149201704;3.75095026830582;6.92708146120537;0.17320508075688773;Non-Woody
Viola collina;Violaceae;5;5;242.84666666666664;NA;2.3389082905652;3.85483167933175;5.76246543514248;0.0977234317298091;Non-Woody
Viola elatior;Violaceae;2;2;273.8333333333333;NA;3.47454366120598;5.021088229821;6.79225766691713;0.3684031498640387;Non-Woody
Viola epipsila;Violaceae;2;2;13.123333333333331;NA;3.1431689424464;3.28889170218754;6.74542979156048;0.1095445115010332;Non-Woody
Viola hirta;Violaceae;16;14;4637.43;19.100000000000005;2.8566482241789;4.06167473079981;5.90284737838293;0.0744610191397447;Non-Woody
Viola mirabilis;Violaceae;9;8;881.7633333333333;23.32745163964551;4.80194974237278;4.09648884982017;3.53988093223829;0.2080083823051904;Non-Woody
Viola odorata;Violaceae;20;19;5564.5233333333335;41.9;7.36809647426299;4.74873029675139;4.52838047498942;0.11066819197003216;Non-Woody
Viola palustris;Violaceae;17;15;6007.170000000001;39.74999999999999;2.89992228287843;3.47430927221173;5.92031232705727;0.04822105473231918;Non-Woody
Viola pumila;Violaceae;3;3;89.73666666666668;NA;3.8691607686061;4.86333551180085;7.63533382865775;0.16509636244473133;Non-Woody
Viola pyrenaica;Violaceae;1;1;NA;NA;4.17512608177159;2.44358301885377;6.77029560745944;NA;Non-Woody
Viola reichenbachiana;Violaceae;26;23;NA;20.91636453471033;5.54963501936611;4.22035518658245;3.42870384505537;0.08920566904715503;Non-Woody
Viola riviniana;Violaceae;17;16;NA;25.658685716965415;4.31850316870796;4.10672703668146;4.68974142422323;0.23389428374280205;Non-Woody
Viola rupestris;Violaceae;6;6;245.72000000000003;NA;1.8477548111153;3.77613749345631;6.97291106773432;0.02089831633126832;Non-Woody
Viola stagnina;Violaceae;5;5;NA;NA;3.80859802322923;4.67183219505041;6.35990080091065;NA;NA
Viola arvensis;Violaceae;61;12;NA;NA;5.30112670350723;4.07581867251028;6.57240226523746;0.5552758147299965;Non-Woody
Viola kitaibeliana;Violaceae;3;2;NA;NA;3.17521851939912;5.50299433857216;8.19017117716115;0.15;Non-Woody
Viola tricolor;Violaceae;43;33;NA;21.25358322730546;4.37794808459251;3.63138299946496;7.22122249328636;0.29129506302439406;Non-Woody
Viola uliginosa;Violaceae;1;1;9.443333333333332;NA;7.01061030391492;3.78711558237014;5.81280597252638;0.08944271909999162;Non-Woody
Viscaria vulgaris;Caryophyllaceae;23;12;1872.8666666666663;17;2.37220223292515;4.4177823481448;7.20687959325009;0.3080070288241023;NA
