"taxon_name","min_fr"
"Pterostyrax hispidus",1858
"Ptilostemon afer",1700
"Ptilostemon casabonae",1892
"Ptilotus spicatus",1907
"Puccinellia gigantea",1960
"Puccinellia hauptiana",1977
"Puccinellia nuttalliana",1989
"Puccinellia rupestris",1868
"Puccinellia stricta",1891
"Pueraria montana",1973
"Pulicaria arabica",1898
"Pulicaria dysenterica",1870
"Pulicaria paludosa",2011
"Pulicaria vulgaris",1791
"Pulmonaria affinis",1700
"Pulmonaria angustifolia",1946
"Pulmonaria longifolia",1850
"Pulmonaria mollis",1792
"Pulmonaria montana",1732
"Pulmonaria obscura",1889
"Pulmonaria officinalis",1792
"Pulmonaria rubra",1732
"Pulmonaria saccharata",1850
"Pulsatilla vulgaris",1852
"Punica granatum",1871
"Puschkinia scilloides",1800
"Pycnanthemum verticillatum",2010
"Pyracantha coccinea",1885
"Pyracantha crenulata",1976
"Pyrus communis",1500
"Pyrus communis subsp. communis",1800
"Pyrus cordata",1870
"Pyrus nivalis",1859
"Pyrus ussuriensis",1940
"Quercus canariensis",1970
"Quercus cerris",1813
"Quercus coccinea",1939
"Quercus frainetto",2011
"Quercus ilex",1862
"Quercus macrocarpa",1854
"Quercus palustris",1950
"Quercus robur",1963
"Quercus rubra",1799
"Quercus × hispanica",1910
"Ramonda myconi",1921
"Ranunculus aconitifolius",1885
"Ranunculus acris",1882
"Ranunculus arvensis",1597
"Ranunculus ficaria",1913
"Ranunculus gramineus",1800
"Ranunculus hederaceus",1825
"Ranunculus illyricus",1700
"Ranunculus japonicus",1956
"Ranunculus lanuginosus",1800
"Ranunculus marginatus",1886
"Ranunculus minimus",1597
"Ranunculus muricatus",1777
"Ranunculus parviflorus",1540
"Ranunculus pedatus",1935
"Ranunculus pensylvanicus",2004
"Ranunculus polyanthemos",2004
"Ranunculus propinquus",1928
"Ranunculus psilostachys",1939
"Ranunculus repens",1928
"Ranunculus sardous",1663
"Ranunculus testiculatus",1894
"Ranunculus trilobus",1856
"Raphanus raphanistrum",1700
"Raphanus raphanistrum subsp. sativus",1760
"Rapistrum perenne",1859
"Rapistrum rugosum",1752
"Ratibida pinnata",1965
"Reineckea carnea",1984
"Reseda alba",1825
"Reseda inodora",1947
"Reseda lutea",1597
"Reseda luteola",1570
"Reseda odorata",1793
"Reseda phyteuma",1834
"Retama monosperma",1993
"Reynoutria japonica",1849
"Reynoutria sachalinensis",1869
"Reynoutria × bohemica",1901
"Rhagadiolus edulis",1992
"Rhagadiolus stellatus",1895
"Rhamnus alaternus",1860
"Rhaponticum carthamoides",1991
"Rhaponticum pygmaeum",2004
"Rhaponticum repens",1918
"Rheum officinale",1983
"Rheum palmatum",1807
"Rheum rhabarbarum",1790
"Rheum rhaponticum",1791
"Rheum × hybridum",1960
"Rhinanthus alectorolophus",1972
"Rhinanthus major var. major",1724
"Rhinanthus minor",1965
"Rhodanthe chlorocephala",1904
"Rhodanthe floribunda",1891
"Rhodanthe manglesii",1950
"Rhodanthe stricta",1891
"Rhododendron brachycarpum",1970
"Rhododendron catawbiense",1993
"Rhododendron ferrugineum",1600
"Rhododendron luteum",1920
"Rhododendron ponticum",1800
"Rhododendron sutchuenense",1940
"Rhododendron tomentosum",1860
"Rhododendron × superponticum",1800
"Rhodotypos scandens",1861
"Rhus copallinum",2006
"Rhus coriaria",2006
"Rhus typhina",1780
"Rhus × pulvinata",1813
"Ribes alpinum",1811
"Ribes aureum",1797
"Ribes aureum var. villosum",1936
"Ribes divaricatum",1897
"Ribes fasciculatum var. fasciculatum",2004
"Ribes nevadense",2009
"Ribes nigrum",1660
"Ribes petraeum",2011
"Ribes rubrum",1568
"Ribes sanguineum",1867
"Ribes spicatum",1874
"Ribes uva-crispa",1745
"Ribes × nidigrolaria",1983
"Ribes × pallidum",1927
"Ricinus communis",1807
"Ridolfia segetum",1894
"Ripariosida hermaphrodita",1958
"Robinia neomexicana",1961
"Robinia pseudoacacia",1710
"Robinia viscosa",1813
"Robinia × ambigua",1996
"Rochelia disperma",1824
"Rodgersia aesculifolia",1986
"Rodgersia pinnata",2001
"Rodgersia podophylla",1905
"Roemeria argemone",1576
"Roemeria hybrida",1850
"Roemeria refracta",1935
"Roemeria sicula",1576
"Romulea rosea",1969
"Rorippa amphibia",1883
"Rorippa austriaca",1823
"Rorippa lippizensis",1938
"Rorippa palustris",1927
"Rorippa pyrenaica",1800
"Rorippa sylvestris",1600
"Rorippa × anceps",1893
"Rosa acicularis",1797
"Rosa arvensis",1815
"Rosa blanda",1861
"Rosa caesia",1850
"Rosa canina",1791
"Rosa carolina",1943
"Rosa chinensis",1935
"Rosa cinnamomea",1850
"Rosa davurica",1813
"Rosa filipes",1994
"Rosa foetida",1814
"Rosa gallica",1804
"Rosa glabrifolia",1797
"Rosa glauca",1874
"Rosa gorenkensis",1797
"Rosa inodora",1967
"Rosa lucieae",1905
"Rosa micrantha",2008
"Rosa moschata",1999
"Rosa moyesii",1950
"Rosa multiflora",1890
"Rosa nitida",1827
"Rosa pendulina",1820
"Rosa rubiginosa",1997
"Rosa rugosa",1825
"Rosa sempervirens",1965
"Rosa setigera",1902
"Rosa spinosissima",1777
"Rosa spinosissima var. spinosissima",1990
"Rosa villosa",1800
"Rosa virginiana",1805
"Rosa xanthina",1995
"Rosa × alba",1874
"Rosa × campanulata",1830
"Rosa × centifolia",2002
"Rosa × damascena",1908
"Rosa × harisonii",1994
"Rosa × odorata",1999
"Rosa × paulii",1990
"Rosa × praegeri",1927
"Rosa × spaethiana",1918
"Rostraria cristata",1840
"Rostraria hispida",1935
"Rotala indica",1967
"Rotala rotundifolia",1998
"Rubia peregrina",1950
"Rubia tinctorum",1500
"Rubus allegheniensis",1899
"Rubus armeniacus",1860
"Rubus bifrons",1909
"Rubus canadensis",1961
"Rubus cockburnianus",1948
"Rubus dasyphyllus",2001
"Rubus echinatus",1991
"Rubus elegantispinosus",1971
"Rubus euryanthemus",2000
"Rubus fabrimontanus",1988
"Rubus firmus",1829
"Rubus fruticosus",2008
"Rubus gratus",1986
"Rubus hartmanii",2001
"Rubus hirtus",2001
"Rubus horrefactus",1911
"Rubus horridus",1928
"Rubus idaeus",1936
"Rubus lasiandrus",1998
"Rubus leptothyrsos",1994
"Rubus montanus",1999
"Rubus nigricans",2000
"Rubus occidentalis",1920
"Rubus odoratus",1805
"Rubus parviflorus",1913
"Rubus phoenicolasius",1907
"Rubus rudis",2000
"Rubus sciocharis",1992
"Rubus silvaticus",1995
"Rubus slesvicensis",1890
"Rubus spectabilis",1874
"Rubus tricolor",1824
"Rubus ulmifolius",1859
"Rubus umbrosus",2000
"Rubus xanthocarpus",1962
"Rubus × fraseri",1977
"Rubus × knappianus",2009
"Rubus × loganobaccus",1884
"Rubus × paxii",1931
"Rubus × thuillieri",1938
"Rudbeckia amplexicaulis",1928
"Rudbeckia fulgida",1868
"Rudbeckia hirta",1807
"Rudbeckia laciniata",1700
"Rudbeckia triloba",1935
"Rumex acetosa",1897
"Rumex acetosella",1883
"Rumex alpinus",1819
"Rumex altissimus",1895
"Rumex brownii",1895
"Rumex bucephalophorus",1866
"Rumex confertus",1825
"Rumex conglomeratus",1826
"Rumex crispus",1945
"Rumex cristatus",1891
"Rumex dentatus",1877
"Rumex frutescens",1913
"Rumex fueginus",1912
"Rumex hypogaeus",1886
"Rumex kerneri",1815
"Rumex longifolius",1857
"Rumex obovatus",1912
"Rumex obtusifolius",1761
"Rumex palustris",1852
"Rumex patientia",1805
"Rumex pseudonatronatus",1903
"Rumex pulcher",1700
"Rumex rugosus",1913
"Rumex salicifolius",1900
"Rumex scutatus",1744
"Rumex spinosus",1855
"Rumex stenophyllus",1906
"Rumex thyrsiflorus",1917
"Rumex triangulivalvis",1903
"Rumex × akeroydii",1991
"Rumex × borbasii",1954
"Rumex × confusus",1938
"Rumex × corconticus",1981
"Rumex × cornubiensis",1994
"Rumex × dimidiatus",1949
"Rumex × erubescens",1938
"Rumex × hybridus",1980
"Rumex × mezei",1980
"Rumex × mirabilis",2002
"Rumex × propinquus",1984
"Rumex × skofitzii",1954
"Rumex × wrightii",1952
"Rumex × xenogenus",2000
"Rumohra adiantiformis",1939
"Ruschia caroli",1959
"Ruscus aculeatus",1800
"Ruscus hypoglossum",1934
"Ruscus hypophyllum",2000
"Ruta graveolens",1810
"Rytidosperma gracile",1901
"Rytidosperma racemosum",1893
"Rytidosperma setaceum",1893
"Rytidosperma tenuius",1902
"Rytidosperma thomsonii",1911
"Sabulina mediterranea",2004
"Sabulina tenuifolia",1843
"Sabulina verna",1924
"Saccharum spontaneum",1974
"Sagina apetala",1853
"Sagina filicaulis",1907
"Sagina japonica",1911
"Sagina procumbens",1985
"Sagina saginoides",1995
"Sagittaria lancifolia",1973
"Sagittaria latifolia",1600
"Sagittaria platyphylla",1971
"Sagittaria rigida",1908
"Sagittaria sagittifolia",1991
"Sagittaria subulata",1962
"Sagittaria trifolia",1997
"Salicornia europaea",1940
"Salicornia perennans",1998
"Salix acutifolia",1750
"Salix aegyptiaca",2002
"Salix alaxensis",1983
"Salix alba",1597
"Salix babylonica",1842
"Salix babylonica f. babylonica",1955
"Salix caprea",1948
"Salix cordata",1960
"Salix daphnoides",1873
"Salix eleagnos",1830
"Salix eriocephala",1972
"Salix gmelinii",1700
"Salix irrorata",2002
"Salix lucida",2014
"Salix melanopsis",1988
"Salix myrsinifolia",1737
"Salix nigra",1835
"Salix pentandra",1835
"Salix purpurea",1706
"Salix schwerinii",1829
"Salix triandra",1670
"Salix udensis",1969
"Salix viminalis",1548
"Salix × angusensis",1947
"Salix × fragilis",1660
"Salix × friesiana",1897
"Salix × fruticosa",1887
"Salix × hermaphroditica",1836
"Salix × hexandra",1779
"Salix × holosericea",1820
"Salix × laurina",1903
"Salix × mollissima",1857
"Salix × pendulina",1829
"Salix × rubra",1805
"Salix × seminigricans",1985
"Salix × sibyllina",1980
"Salix × speciosa",1930
"Salpichroa origanifolia",1924
"Salpiglossis sinuata",1978
"Salsola collina",1803
"Salsola kali",1730
"Salsola tragus",1650
"Salvia abrotanoides",2009
"Salvia aethiopis",1835
"Salvia austriaca",1830
"Salvia divinorum",2014
"Salvia dumetorum",1953
"Salvia elegans",2012
"Salvia farinacea",1960
"Salvia fruticosa",1978
"Salvia glutinosa",1890
"Salvia hispanica",1900
"Salvia microphylla",1988
"Salvia nemorosa",1722
"Salvia nutans",1936
"Salvia officinalis",1820
"Salvia officinalis subsp. lavandulifolia",1864
"Salvia patens",2012
"Salvia pratensis",1699
"Salvia reflexa",1811
"Salvia rosmarinus",1835
"Salvia scabra",1997
"Salvia sclarea",1809
"Salvia spinosa",1966
"Salvia verbenaca",1835
"Salvia verticillata",1600
"Salvia viridis",1859
"Salvia yangii",2008
"Salvia × sylvestris",1875
"Salvinia auriculata",1835
"Salvinia molesta",1950
"Salvinia natans",1835
"Sambucus canadensis",1943
"Sambucus ebulus",1548
"Sambucus nigra",1694
"Sambucus racemosa",1750
"Samolus valerandi",1834
"Sanguisorba alpina",1922
"Sanguisorba canadensis",1848
"Sanguisorba dodecandra",1960
"Sanguisorba minor",1764
"Sanguisorba minor subsp. minor",1879
"Sanguisorba obtusa",1955
"Sanguisorba officinalis",1764
"Sanguisorba stipulata",2006
"Sanguisorba tenuifolia",1946
"Santolina chamaecyparissus",1661
"Santolina rosmarinifolia",1906
"Sanvitalia procumbens",1992
"Saponaria ocymoides",1800
"Saponaria officinalis",1597
"Sarracenia flava",1906
"Sarracenia purpurea",1904
"Sarracenia rubra",2010
"Sasa palmata",1955
"Sasa veitchii",1962
"Sasaella ramosa",1836
"Satureja hortensis",1791
"Satureja montana",1809
"Sauromatum venosum",2017
"Saururus cernuus",1977
"Saussurea alpina",1954
"Saussurea amara",1930
"Saxifraga cuneata",1969
"Saxifraga cuneifolia",1932
"Saxifraga cymbalaria",1851
"Saxifraga granulata",1933
"Saxifraga hirsuta",1900
"Saxifraga hostii",1848
"Saxifraga hypnoides",1819
"Saxifraga paniculata",1988
"Saxifraga rosacea",1848
"Saxifraga rotundifolia",1843
"Saxifraga sibthorpii",1993
"Saxifraga spathularis",1837
"Saxifraga stolonifera",1864
"Saxifraga umbrosa",1792
"Saxifraga × arendsii",1864
"Saxifraga × geum",1854
"Saxifraga × polita",1801
"Saxifraga × urbium",1837
"Scabiosa atropurpurea",1835
"Scabiosa columbaria",1901
"Scabiosa lucida",2015
"Scabiosa ochroleuca",1791
"Scabiosa pyrenaica",1900
"Scaevola aemula",1811
"Scandix australis",1834
"Scandix balansae",1908
"Scandix iberica",1908
"Scandix pecten-veneris",1562
"Scandix stellata",1815
"Scandosorbus intermedia",1700
"Scandosorbus liljeforsii",1913
"Schinus molle",1902
"Schinus terebinthifolia",1968
"Schisandra chinensis",1988
"Schismus barbatus",1836
"Schizanthus pinnatus",1960
"Schkuhria pinnata",1900
"Schmidtia kalahariensis",1884
"Schoenoplectiella bucharica",2003
"Schoenoplectiella juncoides",1934
"Schoenoplectus pungens",1724
"Scilla amoena",1600
"Scilla bifolia",1699
"Scilla bithynica",1982
"Scilla forbesii",1931
"Scilla hyacinthoides",1919
"Scilla lilio-hyacinthus",1964
"Scilla luciliae",1945
"Scilla messeniaca",1979
"Scilla mischtschenkoana",1893
"Scilla peruviana",1824
"Scilla sardensis",1945
"Scilla siberica",1867
"Scirpus atrovirens",2018
"Scirpus cyperinus",1984
"Scirpus georgianus",1892
"Scleranthus annuus",1600
"Scleranthus perennis",1608
"Sclerolaena muricata",1872
"Sclerolaena tricuspis",1966
"Scolochloa festucacea",1910
"Scolymus grandiflorus",1833
"Scolymus hispanicus",1869
"Scolymus maculatus",1835
"Scopolia carniolica",1800
"Scorpiurus muricatus",1859
"Scorpiurus vermiculatus",1909
"Scorzonera cana",1882
"Scorzonera laciniata",1837
"Scrophularia auriculata",1791
"Scrophularia canina",1830
"Scrophularia chrysantha",1847
"Scrophularia lanceolata",1901
"Scrophularia oblongifolia",1844
"Scrophularia peregrina",1914
"Scrophularia scopolii",1907
"Scrophularia scorodonia",1689
"Scrophularia vernalis",1633
"Scutellaria alpina",1947
"Scutellaria altissima",1845
"Scutellaria hastifolia",1948
"Scutellaria minor",1951
"Secale cereale",1791
"Secale strictum",1908
"Sedum acre",1967
"Sedum album",1634
"Sedum anglicum",1666
"Sedum cepaea",1836
"Sedum confusum",1976
"Sedum dasyphyllum",1724
"Sedum hispanicum",1860
"Sedum kimnachii",1976
"Sedum lydium",1909
"Sedum mexicanum",1975
"Sedum multiceps",1966
"Sedum pallidum",1976
"Sedum palmeri",1968
"Sedum praealtum",1920
"Sedum sarmentosum",1968
"Sedum sexangulare",1750
"Sedum spathulifolium",1957
"Sedum villosum",1807
"Selaginella kraussiana",1887
"Selinum alatum",2007
"Semiarundinaria fastuosa",1929
"Sempervivum arachnoideum",1991
"Sempervivum globiferum",1840
"Sempervivum montanum",1994
"Sempervivum tectorum",1629
"Sempervivum × barbulatum",2000
"Senecio angulatus",1979
"Senecio cambrensis",1948
"Senecio doria",1837
"Senecio doronicum",1977
"Senecio duriaei",1887
"Senecio eboracensis",1979
"Senecio elegans",1892
"Senecio gallicus",1850
"Senecio glastifolius",1971
"Senecio glossanthus",1892
"Senecio grandiflorus",1971
"Senecio inaequidens",1836
"Senecio leucanthemifolius",1822
"Senecio maritimus",2003
"Senecio minimus",1913
"Senecio nemorensis",1632
"Senecio ovatus",1886
"Senecio pterophorus",1892
"Senecio quadridentatus",1850
"Senecio rupestris",1879
"Senecio sarracenicus",1632
"Senecio smithii",1927
"Senecio squalidus",1658
"Senecio sylvaticus",2005
"Senecio vernalis",1700
"Senecio viscosus",1660
"Senecio vulgaris",1658
"Senecio × baxteri",1886
"Senecio × londinensis",1944
"Senecio × viscidulus",1947
"Senna marilandica",1980
"Senna obtusifolia",1980
"Senna occidentalis",1941
"Sequoia sempervirens",1968
"Sequoiadendron giganteum",1950
"Serapias lingua",2014
"Serapias parviflora",1989
"Serratula coronata",1960
"Sesamoides interrupta",1912
"Sesamum indicum",2004
"Sesbania cannabina",1949
"Sesbania herbacea",1981
"Sesbania punicea",1990
"Seseli campestre",1950
"Seseli hippomarathrum",1881
"Seseli montanum",1662
"Seseli pallasii",1886
"Seseli rigidum",1966
"Seseli tortuosum",1991
"Sesleria caerulea",1732
"Sesuvium portulacastrum",1888
"Setaria adhaerens",1877
"Setaria dielsii",1947
"Setaria faberi",1856
"Setaria grisebachii",1950
"Setaria italica",1830
"Setaria parviflora",1811
"Setaria pumila",1805
"Setaria sphacelata",1990
"Setaria verticillata",1666
"Setaria viridis",1666
"Sherardia arvensis",1873
"Shinnersia rivularis",1975
"Sibbaldia tridentata",2013
"Sibbaldianthe bifurca",1896
"Sibiraea laevigata",1821
"Sibthorpia europaea",1936
"Sibthorpia peregrina",1939
"Sicyos angulatus",1816
"Sida rhombifolia",1901
"Sida spinosa",1855
"Sidalcea candida",1920
"Sidalcea malviflora",1940
"Sidalcea neomexicana",1986
"Sidalcea oregana",1950
"Sideritis hyssopifolia",1938
"Sideritis lanata",1850
"Sideritis montana",1850
"Sigesbeckia jorullensis",1873
"Sigesbeckia orientalis",1871
"Silene antirrhina",1946
"Silene baccifera",1570
"Silene behen",1954
"Silene bellidifolia",1830
"Silene bupleuroides",1860
"Silene catholica",1855
"Silene chalcedonica",1807
"Silene colorata",1877
"Silene conica",1879
"Silene conoidea",1850
"Silene coronaria",1790
"Silene cretica",1865
"Silene csereii",1871
"Silene dichotoma",1770
"Silene dioica",1922
"Silene disticha",1967
"Silene diversifolia subsp. bergiana",1840
"Silene fabaria",1860
"Silene gallica",1634
"Silene gallinyi",1930
"Silene germana",1964
"Silene italica",1825
"Silene latifolia",1629
"Silene linicola",1909
"Silene multiflora",1918
"Silene muscipula",1905
"Silene noctiflora",1688
"Silene nocturna",1858
"Silene otites",1858
"Silene pendula",1807
"Silene portensis",1847
"Silene procumbens",1932
"Silene pseudoatocion",1937
"Silene repens",1936
"Silene scabriflora",1860
"Silene schafta",1908
"Silene sibirica",1960
"Silene stricta",1908
"Silene suaveolens",1912
"Silene tatarica",1915
"Silene uniflora",1947
"Silene viridiflora",1971
"Silene viscosa",1852
"Silene vulgaris",1774
"Silene wolgensis",1918
"Silene × grecescui",1972
"Silene × hampeana",1853
"Siler montanum",1949
"Silphiodaucus hispidus",1960
"Silphium perfoliatum",1803
"Silybum marianum",1508
"Simsia foetida",1938
"Sinacalia tangutica",1700
"Sinapis alba",1629
"Sison segetum",1926
"Sisymbrium altissimum",1815
"Sisymbrium austriacum",1858
"Sisymbrium erysimoides",1886
"Sisymbrium irio",1650
"Sisymbrium loeselii",1654
"Sisymbrium luteum",1933
"Sisymbrium officinale",1597
"Sisymbrium orientale",1808
"Sisymbrium pallescens",1999
"Sisymbrium polyceratium",1785
"Sisymbrium polymorphum",1936
"Sisymbrium septulatum",1857
"Sisymbrium strictissimum",1819
"Sisymbrium volgense",1862
"Sisyrinchium angustifolium",1863
"Sisyrinchium bermudiana",1845
"Sisyrinchium californicum",1896
"Sisyrinchium laxum",1970
"Sisyrinchium micranthum",2003
"Sisyrinchium montanum",1853
"Sisyrinchium septentrionale",1926
"Sisyrinchium striatum",1922
"Smilax aspera",1990
"Smilax excelsa",1990
"Smilax rotundifolia",1905
"Smyrnium olusatrum",1562
"Smyrnium perfoliatum",1700
"Soda acutifolia",1992
"Soda inermis",1995
"Solanum aculeastrum",1834
"Solanum aethiopicum",1947
"Solanum alatum",1863
"Solanum americanum",1902
"Solanum angustifolium",1880
"Solanum bonariense",1880
"Solanum capsicoides",1907
"Solanum carolinense",1908
"Solanum chenopodioides",1908
"Solanum elaeagnifolium",1645
"Solanum etuberosum",1838
"Solanum heterodoxum",1928
"Solanum laciniatum",1920
"Solanum laxum",1924
"Solanum lycopersicum",1613
"Solanum mammosum",1929
"Solanum marginatum",1891
"Solanum mauritianum",1999
"Solanum melongena",1929
"Solanum myriacanthum",1940
"Solanum nigrum",1735
"Solanum physalifolium",1880
"Solanum pimpinellifolium",1875
"Solanum pseudocapsicum",1900
"Solanum pygmaeum",1890
"Solanum retroflexum",1912
"Solanum sarrachoides",1880
"Solanum scabrum",1975
"Solanum sisymbriifolium",1880
"Solanum triflorum",1867
"Solanum tuberosum",1750
"Solanum vernei",1985
"Solanum viarum",1899
"Solanum villosum",1806
"Solanum × procurrens",1985
"Soleirolia soleirolii",1911
"Solenanthus apenninus",1701
"Solidago altissima",1863
"Solidago canadensis",1648
"Solidago canadensis var. canadensis",1950
"Solidago gigantea",1737
"Solidago ptarmicoides",2005
"Solidago rugosa",1883
"Solidago × niederederi",1979
"Soliva anthemifolia",1887
"Soliva sessilis",1875
"Soliva stolonifera",1804
"Sonchus arvensis",1658
"Sonchus asper",1857
"Sonchus bulbosus",1968
"Sonchus oleraceus",1853
"Sonchus tenerrimus",1906
"Sophora jaubertii",1912
"Sorbaria kirilowii",1973
"Sorbaria sorbifolia",1805
"Sorbaria tomentosa",1873
"Sorbus commixta",1995
"Sorbus glabriuscula",1981
"Sorbus koehneana",1878
"Sorbus × proctoriana",2005
"Sorghum bicolor",1807
"Sorghum bicolor nothosubsp. drummondii",1960
"Sorghum halepense",1853
"Sparaxis bulbifera",1958
"Sparaxis grandiflora",1955
"Sparaxis tricolor",1944
"Spartium junceum",1866
"Spergula arvensis",1685
"Spergula morisonii",1943
"Spergularia bocconei",1901
"Spergularia platensis",1930
"Spergularia rubra",1658
"Sphaeralcea bonariensis",1950
"Sphallerocarpus gracilis",1998
"Spinacia oleracea",1791
"Spiraea alba",1803
"Spiraea baldshuanica",1991
"Spiraea betulifolia",1893
"Spiraea blumei",1979
"Spiraea canescens",1882
"Spiraea cantoniensis",2004
"Spiraea cantoniensis var. cantoniensis",1974
"Spiraea chamaedryfolia",1805
"Spiraea crenata",1889
"Spiraea douglasii",1850
"Spiraea douglasii var. douglasii",1984
"Spiraea henryi",1936
"Spiraea hypericifolia",1885
"Spiraea japonica",1901
"Spiraea japonica var. japonica",1946
"Spiraea media",1797
"Spiraea nipponica",1870
"Spiraea prunifolia",1965
"Spiraea salicifolia",1704
"Spiraea salicifolia var. salicifolia",1942
"Spiraea tomentosa",1813
"Spiraea tomentosa var. tomentosa",1870
"Spiraea trilobata",1945
"Spiraea veitchii",1991
"Spiraea × billardii",1880
"Spiraea × brachybotrys",1948
"Spiraea × cinerea",1918
"Spiraea × macrothyrsa",1964
"Spiraea × multiflora",1967
"Spiraea × pseudosalicifolia",1879
"Spiraea × rosalba",1850
"Spiraea × vanhouttei",1842
"Spiranthes cernua",1812
"Spiranthes spiralis",1967
"Spirobassia hirsuta",1850
"Spirodela polyrhiza",1875
"Spirodela punctata",1999
"Sporobolus aculeatus",1901
"Sporobolus advenus",1921
"Sporobolus africanus",1911
"Sporobolus alopecuroides",1909
"Sporobolus alterniflorus",1806
"Sporobolus anglicus",1859
"Sporobolus caroli",1911
"Sporobolus creber",1911
"Sporobolus cryptandrus",1900
"Sporobolus cynosuroides",1967
"Sporobolus elongatus",1886
"Sporobolus indicus",1886
"Sporobolus maritimus",1970
"Sporobolus michauxianus",1938
"Sporobolus montevidensis",1953
"Sporobolus neglectus",1945
"Sporobolus pumilus",1849
"Sporobolus schoenoides",1813
"Sporobolus vaginiflorus",1980
"Sporobolus versicolor",1857
"Sporobolus virginicus",1900
"Sporobolus × townsendii",1846
"Stachys affinis",1924
"Stachys alpina",1897
"Stachys annua",1830
"Stachys arvensis",1626
"Stachys atherocalyx",1882
"Stachys byzantina",1807
"Stachys cretica",1872
"Stachys germanica",1874
"Stachys menthifolia",1968
"Stachys recta",1898
"Stachys setifera",2007
"Staphylea pinnata",1633
"Stellaria alsine",1840
"Stellaria graminea",1861
"Stellaria media",1700
"Stenotaphrum secundatum",1903
"Sternbergia lutea",1912
"Stipa capillata",1961
"Stipa dregeana",1958
"Stipa pennata",1824
"Stipagrostis pungens",1911
"Stratiotes aloides",1626
"Strigosella africana",1845
"Stuartina muelleri",1906
"Styphnolobium japonicum",1840
"Styrax officinalis",1952
"Suaeda acuminata",1960
"Suaeda altissima",1993
"Suaeda corniculata",1962
"Suaeda maritima",1777
"Sulla coronaria",1940
"Symphoricarpos albus",1797
"Symphoricarpos microphyllus",1974
"Symphoricarpos orbiculatus",1850
"Symphoricarpos × chenaultii",1955
"Symphyotrichum ciliatum",1939
"Symphyotrichum cordifolium",1867
"Symphyotrichum ericoides",1962
"Symphyotrichum expansum",1850
"Symphyotrichum laeve",1835
"Symphyotrichum lanceolatum",1780
"Symphyotrichum lateriflorum",1944
"Symphyotrichum novae-angliae",1823
"Symphyotrichum novi-belgii",1700
"Symphyotrichum pilosum",1932
"Symphyotrichum puniceum",1915
"Symphyotrichum racemosum",1895
"Symphyotrichum shortii",1996
"Symphyotrichum squamatum",1895
"Symphyotrichum subulatum",1861
"Symphyotrichum tradescanti",1960
"Symphyotrichum × salignum",1694
"Symphyotrichum × tardiflorum",1939
"Symphyotrichum × versicolor",1800
"Symphytum asperum",1750
"Symphytum bulbosum",1822
"Symphytum caucasicum",1879
"Symphytum grandiflorum",1898
"Symphytum ibiricum",1999
"Symphytum officinale",1400
"Symphytum orientale",1849
"Symphytum tauricum",1854
"Symphytum tuberosum",1777
"Symphytum × hidcotense",1955
"Symphytum × norvicense",1957
"Symphytum × uplandicum",1709
"Syringa emodi",1946
"Syringa josikaea",1797
"Syringa komarowii",2009
"Syringa persica",1905
"Syringa reticulata",2013
"Syringa vulgaris",1550
"Syringa × chinensis",1880
"Taeniatherum caput-medusae",1807
"Tagetes erecta",1807
"Tagetes minuta",1880
"Tagetes tenuifolia",1941
"Tamarix africana",1963
"Tamarix canariensis",1940
"Tamarix gallica",1796
"Tamarix parviflora",1885
"Tamarix ramosissima",1935
"Tanacetum balsamita",1656
"Tanacetum coccineum",1940
"Tanacetum corymbosum",1745
"Tanacetum macrophyllum",1658
"Tanacetum partheniifolium",1850
"Tanacetum parthenium",1638
"Tanacetum vulgare",1597
"Tara spinosa",2000
"Taraxacum decorum",1985
"Taraxacum erythrospermum",1996
"Taraxacum lojoense",2008
"Taraxacum lundevallii",2012
"Taraxacum sect. Taraxacum",1985
"Taraxacum sinicum",1993
"Taraxacum subericinum",1994
"Taraxacum taraxacoides",1985
"Taxodium distichum",1953
"Taxus × media",1897
"Teesdalia nudicaulis",1816
"Telekia speciosa",1814
"Tellima grandiflora",1866
"Teloxys aristata",1807
"Tephroseris palustris",1917
"Tetradium daniellii",1928
"Tetragonia tetragonoides",1885
"Teucrium botrys",1844
"Teucrium chamaedrys",1750
"Teucrium hircanicum",1998
"Teucrium polium",1960
"Teucrium resupinatum",1998
"Teucrium scorodonia",1806
"Teucrium × lucidrys",1886
"Thalia dealbata",1894
"Thalictrum aquilegiifolium",1856
"Thalictrum delavayi",1941
"Thalictrum lucidum",2007
"Thalictrum minus",1791
"Thalictrum speciosissimum",1852
"Thapsia tenuifolia",1848
"Thapsia villosa",1985
"Thelesperma megapotamicum",1927
"Thelypteris dentata",2017
"Thermopsis lanceolata",1944
"Thermopsis montana",1925
"Thesium linophyllon",1905
"Thesium refractum",1925
"Thinopyrum acutum",1820
"Thinopyrum elongatum",1899
"Thinopyrum intermedium",1820
"Thinopyrum obtusiflorum",1983
"Thladiantha cordifolia",1890
"Thladiantha dubia",1875
"Thlaspi arvense",1548
"Thlaspi ceratocarpon",1928
"Thuja occidentalis",1731
"Thuja plicata",1600
"Thunbergia alata",1680
"Thymus glabrescens",2006
"Thymus pannonicus",1886
"Thymus praecox",1935
"Thymus pulegioides",1926
"Thymus vulgaris",1800
"Thymus × citriodorus",1866
"Tiarella cordifolia",1827
"Tilia platyphyllos",1797
"Tilia tomentosa",1913
"Tilia × euchlora",1982
"Tilia × europaea",1827
"Tinantia erecta",1988
